stock,strategy,trades,wins,win_rate,avg_ret,total_ret,bh_ret
JSWSTEEL,CAM_R4_BREAKOUT_LONG,25,10,0.4,-0.0026932647877047342,-0.06577074679690875,0.06400665004156281
JSWSTEEL,CAM_S4_BREAKDOWN_SHORT,18,11,0.6111111111111112,0.0008075941161027738,0.01417150969003278,0.06400665004156281
TATASTEEL,STD_S1_BOUNCE_LONG,26,11,0.4230769230769231,-0.0011804259991638904,-0.031205657531029884,0.025329542517446457
TATASTEEL,STD_R1_BOUNCE_SHORT,29,18,0.6206896551724138,0.0008146421878861985,0.02276792848375231,0.025329542517446457
TATASTEEL,STD_R1_BREAKOUT_LONG,23,8,0.34782608695652173,-0.0033574825844745228,-0.0751051926587829,0.025329542517446457
TATASTEEL,STD_S1_BREAKDOWN_SHORT,23,10,0.43478260869565216,-0.002661966319583134,-0.0600495466465083,0.025329542517446457
TATASTEEL,FIB_S1_BOUNCE_LONG,31,14,0.45161290322580644,0.0011024179785926059,0.033884184676133744,0.025329542517446457
TATASTEEL,FIB_R1_BOUNCE_SHORT,33,14,0.42424242424242425,0.0006104808320933163,0.019398198826365398,0.025329542517446457
TATASTEEL,CAM_L3_LONG,35,15,0.42857142857142855,0.00048524129089689384,0.01598052242192094,0.025329542517446457
TATASTEEL,CAM_S3_SHORT,40,18,0.45,0.0006098210949254785,0.02372665874022628,0.025329542517446457
TATASTEEL,CAM_R4_BREAKOUT_LONG,23,9,0.391304347826087,-0.0032669086932721747,-0.07309996504712946,0.025329542517446457
TATASTEEL,CAM_S4_BREAKDOWN_SHORT,21,12,0.5714285714285714,-0.0006736335680817046,-0.014502960448640856,0.025329542517446457
COALINDIA,STD_S1_BOUNCE_LONG,25,14,0.56,0.0030891374390574146,0.07892543448599176,0.015945330296127658
COALINDIA,STD_R1_BOUNCE_SHORT,28,15,0.5357142857142857,0.0007052593046859726,0.01826514252622813,0.015945330296127658
COALINDIA,STD_R1_BREAKOUT_LONG,23,12,0.5217391304347826,-0.0015081887905184954,-0.03482551948201651,0.015945330296127658
COALINDIA,STD_S1_BREAKDOWN_SHORT,19,9,0.47368421052631576,0.00023583216743243977,0.004010071440273766,0.015945330296127658
COALINDIA,FIB_S1_BOUNCE_LONG,33,19,0.5757575757575758,0.0025865593882829613,0.08706241246492397,0.015945330296127658
COALINDIA,FIB_R1_BOUNCE_SHORT,35,17,0.4857142857142857,0.0010377845890786358,0.035653909673966755,0.015945330296127658
COALINDIA,CAM_L3_LONG,36,21,0.5833333333333334,0.00407082565249323,0.15539954157454794,0.015945330296127658
COALINDIA,CAM_S3_SHORT,45,19,0.4222222222222222,0.0007185812747695959,0.03081499576758162,0.015945330296127658
COALINDIA,CAM_R4_BREAKOUT_LONG,20,7,0.35,-0.0030691392462636803,-0.05995442647371696,0.015945330296127658
