stock,strategy,trades,wins,win_rate,avg_ret,total_ret,bh_ret,edge_vs_bh
HINDUNILVR,FIB_R1_BOUNCE_SHORT,33,16,0.4848484848484848,0.0013247961822937001,0.04342867448939014,-0.0263756252842201,0.06980429977361025
HINDUNILVR,CAM_L3_LONG,38,11,0.2894736842105263,-0.0012915495666431,-0.04941414470011807,-0.0263756252842201,-0.02303851941589797
HINDUNILVR,CAM_S3_SHORT,38,12,0.3157894736842105,-0.0019543125742393,-0.0728637784130669,-0.0263756252842201,-0.046488153128846806
HINDUNILVR,CAM_R4_BREAKOUT_LONG,19,7,0.3684210526315789,-0.003799511774286,-0.07040675730589807,-0.0263756252842201,-0.04403113202167797
HINDUNILVR,CAM_S4_BREAKDOWN_SHORT,23,13,0.5652173913043478,-0.0002911010968904999,-0.00712484088072729,-0.0263756252842201,0.01925078440349281
ITC,STD_S1_BOUNCE_LONG,26,14,0.5384615384615384,2.9325585667237914e-05,0.00022252807425182652,-0.0732786885245901,0.07350121659884193
ITC,STD_R1_BOUNCE_SHORT,27,17,0.6296296296296297,0.0021474589631563,0.05918876778298854,-0.0732786885245901,0.13246745630757864
ITC,STD_R1_BREAKOUT_LONG,22,9,0.4090909090909091,-0.0029171122104711,-0.06265390939348858,-0.0732786885245901,0.01062477913110152
ITC,STD_S1_BREAKDOWN_SHORT,22,11,0.5,-0.0007205599880426,-0.01620018026544434,-0.0732786885245901,0.05707850825914576
ITC,FIB_S1_BOUNCE_LONG,37,22,0.5945945945945946,0.0018526743711342,0.07019294689610533,-0.0732786885245901,0.14347163542069544
ITC,FIB_R1_BOUNCE_SHORT,31,16,0.5161290322580645,0.0007401089755236001,0.022758043200408862,-0.0732786885245901,0.09603673172499896
ITC,CAM_L3_LONG,39,17,0.4358974358974359,-5.7041515817943085e-05,-0.0029465013720805233,-0.0732786885245901,0.07033218715250958
ITC,CAM_S3_SHORT,39,16,0.4102564102564102,0.0001895314380053001,0.006656585647207169,-0.0732786885245901,0.07993527417179727
ITC,CAM_R4_BREAKOUT_LONG,20,9,0.45,-0.0006908196358257998,-0.014089333319611375,-0.0732786885245901,0.05918935520497873
ITC,CAM_S4_BREAKDOWN_SHORT,21,10,0.4761904761904761,-0.0002555195496932999,-0.005791390316174816,-0.0732786885245901,0.06748729820841529
SBIN,STD_S1_BOUNCE_LONG,31,14,0.4516129032258064,-0.0019857797488887,-0.06089431014765023,-0.102152466367713,0.041258156220062764
SBIN,STD_R1_BOUNCE_SHORT,29,18,0.6206896551724138,0.0023613769404984,0.0695078788357173,-0.102152466367713,0.1716603452034303
SBIN,STD_R1_BREAKOUT_LONG,19,9,0.4736842105263157,-0.003481315283141,-0.06483786266258407,-0.102152466367713,0.03731460370512893
SBIN,STD_S1_BREAKDOWN_SHORT,26,14,0.5384615384615384,-0.0010994588785801,-0.028871835723355388,-0.102152466367713,0.07328063064435761
SBIN,FIB_S1_BOUNCE_LONG,34,17,0.5,0.00022231263052410012,0.006875331735803458,-0.102152466367713,0.10902779810351645
SBIN,FIB_R1_BOUNCE_SHORT,37,20,0.5405405405405406,0.0023220291979856,0.08815108384443793,-0.102152466367713,0.19030355021215092
SBIN,CAM_L3_LONG,40,18,0.45,-4.91268996380162e-05,-0.0032969671853677607,-0.102152466367713,0.09885549918234524
SBIN,CAM_S3_SHORT,38,18,0.4736842105263157,0.00020787496985350012,0.0066752756010868275,-0.102152466367713,0.10882774196879982
SBIN,CAM_R4_BREAKOUT_LONG,17,5,0.2941176470588235,-0.0033554156438965997,-0.05595942979418267,-0.102152466367713,0.04619303657353033
SBIN,CAM_S4_BREAKDOWN_SHORT,26,12,0.4615384615384615,-0.0008178139971046999,-0.021615650619893456,-0.102152466367713,0.08053681574781954
BHARTIARTL,STD_S1_BOUNCE_LONG,30,13,0.4333333333333333,0.0005353184673954001,0.015137341648039815,-0.0240851993446203,0.039222540992660114
BHARTIARTL,STD_R1_BOUNCE_SHORT,26,15,0.5769230769230769,0.0011440907885992,0.029318874393953864,-0.0240851993446203,0.05340407373857416
BHARTIARTL,STD_R1_BREAKOUT_LONG,18,8,0.4444444444444444,-0.0005576899282654999,-0.010335716588437571,-0.0240851993446203,0.013749482756182728
BHARTIARTL,STD_S1_BREAKDOWN_SHORT,22,11,0.5,-0.0015201340897565,-0.033270071657792166,-0.0240851993446203,-0.009184872313171867
BHARTIARTL,FIB_S1_BOUNCE_LONG,37,15,0.4054054054054054,-0.0010552841310593,-0.03880292877071623,-0.0240851993446203,-0.014717729426095928
BHARTIARTL,FIB_R1_BOUNCE_SHORT,35,22,0.6285714285714286,0.0016013553290885,0.05688199070063771,-0.0240851993446203,0.08096719004525801
BHARTIARTL,CAM_L3_LONG,43,20,0.4651162790697674,0.0004986511291086001,0.020581078320855095,-0.0240851993446203,0.044666277665475394
BHARTIARTL,CAM_S3_SHORT,43,21,0.4883720930232558,0.0011023256705710001,0.04731933004630173,-0.0240851993446203,0.07140452939092204
BHARTIARTL,CAM_R4_BREAKOUT_LONG,13,8,0.6153846153846154,0.0016101435435346,0.020958892340186885,-0.0240851993446203,0.045044091684807185
BHARTIARTL,CAM_S4_BREAKDOWN_SHORT,18,7,0.3888888888888889,-0.0033556040142813,-0.059052854518612086,-0.0240851993446203,-0.034967655173991787
LT,STD_S1_BOUNCE_LONG,31,14,0.4516129032258064,-0.0011767206879728998,-0.03694638174981946,0.0056363636363636,-0.042582745386183056
LT,STD_R1_BOUNCE_SHORT,29,18,0.6206896551724138,0.0025367793074631,0.07393347508188364,0.0056363636363636,0.06829711144552003
LT,STD_R1_BREAKOUT_LONG,27,9,0.3333333333333333,-0.0037217497712967998,-0.09777426034334613,0.0056363636363636,-0.10341062397970974
LT,STD_S1_BREAKDOWN_SHORT,26,15,0.5769230769230769,-0.0007641759796587999,-0.020389411401111168,0.0056363636363636,-0.026025775037474767
LT,FIB_S1_BOUNCE_LONG,36,18,0.5,0.0011271506867341,0.040484438904642595,0.0056363636363636,0.034848075268278995
LT,FIB_R1_BOUNCE_SHORT,33,18,0.5454545454545454,0.0024418200692465,0.08155258743842109,0.0056363636363636,0.07591622380205748
LT,CAM_L3_LONG,35,14,0.4,-4.610404374288054e-06,-0.0014185514821432044,0.0056363636363636,-0.007054915118506804
LT,CAM_S3_SHORT,35,16,0.4571428571428571,0.001048109551384,0.03493708856840905,0.0056363636363636,0.029300724932045448
LT,CAM_R4_BREAKOUT_LONG,25,9,0.36,-0.0043304991913865,-0.10435422400210825,0.0056363636363636,-0.10999058763847186
LT,CAM_S4_BREAKDOWN_SHORT,25,11,0.44,-0.0006805547095782999,-0.0177582557906939,0.0056363636363636,-0.0233946194270575
KOTAKBANK,STD_S1_BOUNCE_LONG,33,24,0.7272727272727273,0.0039282649287502,0.1368592763014096,0.0066666666666668,0.1301926096347428
KOTAKBANK,STD_R1_BOUNCE_SHORT,30,17,0.5666666666666667,0.0012323142496471,0.036169122910590934,0.0066666666666668,0.029502456243924134
KOTAKBANK,STD_R1_BREAKOUT_LONG,24,8,0.3333333333333333,-0.0040013996416555,-0.09247571058180082,0.0066666666666668,-0.09914237724846761
KOTAKBANK,STD_S1_BREAKDOWN_SHORT,21,9,0.4285714285714285,-0.0023502252122314,-0.04876688567282117,0.0066666666666668,-0.05543355233948797
KOTAKBANK,FIB_S1_BOUNCE_LONG,36,22,0.6111111111111112,0.0027884787527228,0.10472580637828499,0.0066666666666668,0.0980591397116182
KOTAKBANK,FIB_R1_BOUNCE_SHORT,37,21,0.5675675675675675,0.0014497442155163,0.05397700653455417,0.0066666666666668,0.04731033986788737
KOTAKBANK,CAM_L3_LONG,44,25,0.5681818181818182,0.0025673952565403,0.11765572329243112,0.0066666666666668,0.11098905662576433
KOTAKBANK,CAM_S3_SHORT,37,17,0.4594594594594595,0.0010292816035374001,0.037444940724405296,0.0066666666666668,0.030778274057738496
KOTAKBANK,CAM_R4_BREAKOUT_LONG,23,7,0.3043478260869565,-0.0032171117691988,-0.07205684495956532,0.0066666666666668,-0.07872351162623212
KOTAKBANK,CAM_S4_BREAKDOWN_SHORT,20,9,0.45,-0.0028896058053744,-0.05678880771633055,0.0066666666666668,-0.06345547438299734
BAJFINANCE,STD_S1_BOUNCE_LONG,32,14,0.4375,-0.0015657865218249999,-0.05042895925031465,-0.0518550661748752,0.0014261069245605495
BAJFINANCE,STD_R1_BOUNCE_SHORT,26,13,0.5,0.0004735546726459001,0.01091306499953415,-0.0518550661748752,0.06276813117440935
BAJFINANCE,STD_R1_BREAKOUT_LONG,20,14,0.7,-0.0010327036752202999,-0.02237066041515079,-0.0518550661748752,0.029484405759724414
BAJFINANCE,STD_S1_BREAKDOWN_SHORT,27,14,0.5185185185185185,0.0003486030498640001,0.008628196556923706,-0.0518550661748752,0.06048326273179891
BAJFINANCE,FIB_S1_BOUNCE_LONG,37,18,0.4864864864864865,0.00043684598896850013,0.015296189239767166,-0.0518550661748752,0.06715125541464237
BAJFINANCE,FIB_R1_BOUNCE_SHORT,34,20,0.5882352941176471,0.0028245858429126,0.09953995434925345,-0.0518550661748752,0.15139502052412865
BAJFINANCE,CAM_L3_LONG,45,20,0.4444444444444444,0.0003293906917166001,0.013023253252223421,-0.0518550661748752,0.06487831942709862
BAJFINANCE,CAM_S3_SHORT,33,16,0.4848484848484848,0.001703226993604,0.056141933357876095,-0.0518550661748752,0.1079969995327513
BAJFINANCE,CAM_R4_BREAKOUT_LONG,20,8,0.4,-0.0033545557513745,-0.06686699837083343,-0.0518550661748752,-0.015011932195958227
BAJFINANCE,CAM_S4_BREAKDOWN_SHORT,22,14,0.6363636363636364,0.0016328440187441,0.035367856584752166,-0.0518550661748752,0.08722292275962737
AXISBANK,STD_S1_BOUNCE_LONG,26,12,0.4615384615384615,-0.0008735267461340999,-0.023804170705736483,0.0271408516612072,-0.05094502236694368
AXISBANK,STD_R1_BOUNCE_SHORT,28,15,0.5357142857142857,0.0001520045838685001,0.002884179928521746,0.0271408516612072,-0.024256671732685454
AXISBANK,STD_R1_BREAKOUT_LONG,24,11,0.4583333333333333,-0.0029390391365627,-0.06910443175387204,0.0271408516612072,-0.09624528341507924
AXISBANK,STD_S1_BREAKDOWN_SHORT,23,14,0.6086956521739131,-0.0031450036891432,-0.07142877009498327,0.0271408516612072,-0.09856962175619047
AXISBANK,FIB_S1_BOUNCE_LONG,33,16,0.4848484848484848,0.0003653773164398001,0.011491207460171848,0.0271408516612072,-0.015649644201035352
AXISBANK,FIB_R1_BOUNCE_SHORT,35,17,0.4857142857142857,0.00024053464510480008,0.0073773490238095984,0.0271408516612072,-0.019763502637397602
AXISBANK,CAM_L3_LONG,40,22,0.55,0.0028656931716642,0.11981662098688806,0.0271408516612072,0.09267576932568086
AXISBANK,CAM_S3_SHORT,40,16,0.4,-0.0010052338184484999,-0.04062982051750741,0.0271408516612072,-0.0677706721787146
AXISBANK,CAM_R4_BREAKOUT_LONG,22,11,0.5,-0.0014675754246957998,-0.03249327019590553,0.0271408516612072,-0.05963412185711273
AXISBANK,CAM_S4_BREAKDOWN_SHORT,22,10,0.4545454545454545,-0.0024121921081296,-0.052794862905494844,0.0271408516612072,-0.07993571456670204
ASIANPAINT,STD_S1_BOUNCE_LONG,29,14,0.4827586206896552,0.0006399943194397001,0.017616844162198886,0.2227272727272726,-0.20511042856507372
ASIANPAINT,STD_R1_BOUNCE_SHORT,32,13,0.40625,-0.0007826450081042999,-0.026174532674077544,0.2227272727272726,-0.24890180540135015
ASIANPAINT,STD_R1_BREAKOUT_LONG,30,13,0.4333333333333333,-0.003778291686512,-0.10865015095245967,0.2227272727272726,-0.3313774236797323
ASIANPAINT,STD_S1_BREAKDOWN_SHORT,19,7,0.3684210526315789,-0.0013758305979586,-0.026257543169990405,0.2227272727272726,-0.248984815897263
