stock,strategy,trades,wins,win_rate,avg_ret,total_ret,bh_ret,edge_vs_bh
HDFCBANK,STD_R1_BOUNCE_SHORT,24,15,0.625,0.0007164909952583001,0.016455505537200876,-0.0966060606060607,0.11306156614326157
HDFCBANK,STD_R1_BREAKOUT_LONG,20,11,0.55,-0.0013293168003110998,-0.02700432897573224,-0.0966060606060607,0.06960173163032846
HDFCBANK,STD_S1_BREAKDOWN_SHORT,28,15,0.5357142857142857,-0.0017187169670637998,-0.04769739515758331,-0.0966060606060607,0.048908665448477384
HDFCBANK,FIB_S1_BOUNCE_LONG,38,27,0.7105263157894737,0.0044668553468011005,0.18086621612716236,-0.0966060606060607,0.27747227673322306
HDFCBANK,FIB_R1_BOUNCE_SHORT,34,19,0.5588235294117647,0.0008582666744006001,0.028694802938337816,-0.0966060606060607,0.1253008635443985
HDFCBANK,CAM_L3_LONG,42,22,0.5238095238095238,0.0024439100032892,0.10364922120452857,-0.0966060606060607,0.20025528181058927
HDFCBANK,CAM_S3_SHORT,34,14,0.4117647058823529,-0.0006646549743144999,-0.02331304082032759,-0.0966060606060607,0.0732930197857331
HDFCBANK,CAM_R4_BREAKOUT_LONG,20,9,0.45,-0.0024560477535684,-0.04874487643014547,-0.0966060606060607,0.04786118417591523
HDFCBANK,CAM_S4_BREAKDOWN_SHORT,28,14,0.5,2.686615509654609e-05,-0.00020017409038530776,-0.0966060606060607,0.09640588651567539
INFY,STD_S1_BOUNCE_LONG,36,22,0.6111111111111112,0.0007397230402622001,0.025839535660021173,-0.1321705426356588,0.15801007829567998
INFY,STD_R1_BOUNCE_SHORT,24,15,0.625,0.0019260336079826002,0.04631708874653806,-0.1321705426356588,0.17848763138219687
INFY,STD_R1_BREAKOUT_LONG,19,8,0.4210526315789473,-0.0045493291340668,-0.08396700211074903,-0.1321705426356588,0.04820354052490977
INFY,STD_S1_BREAKDOWN_SHORT,27,12,0.4444444444444444,-0.002890209221146,-0.07610971115767662,-0.1321705426356588,0.05606083147798219
INFY,FIB_S1_BOUNCE_LONG,43,23,0.5348837209302325,0.0003375497965798001,0.013856117148746572,-0.1321705426356588,0.14602665978440538
INFY,FIB_R1_BOUNCE_SHORT,29,17,0.5862068965517241,0.0019747666606521,0.05797083735671049,-0.1321705426356588,0.1901413799923693
INFY,CAM_L3_LONG,44,15,0.3409090909090909,-0.0008933021539388999,-0.039478528357196785,-0.1321705426356588,0.09269201427846202
INFY,CAM_S3_SHORT,33,18,0.5454545454545454,0.001608453529921,0.05317911245944584,-0.1321705426356588,0.18534965509510465
INFY,CAM_R4_BREAKOUT_LONG,19,9,0.4736842105263157,-0.0015978395840608999,-0.030505823961849088,-0.1321705426356588,0.10166471867380972
INFY,CAM_S4_BREAKDOWN_SHORT,23,8,0.3478260869565217,-0.0029119222549960997,-0.06561971281156487,-0.1321705426356588,0.06655082982409394
ICICIBANK,STD_S1_BOUNCE_LONG,34,16,0.4705882352941176,-0.0008217363220710999,-0.02806219191578463,0.0333149996071342,-0.06137719152291883
ICICIBANK,STD_R1_BOUNCE_SHORT,28,13,0.4642857142857143,-0.0003319987504984999,-0.010311737888083039,0.0333149996071342,-0.04362673749521724
ICICIBANK,STD_R1_BREAKOUT_LONG,26,13,0.5,-0.001523261838219,-0.039560356503379523,0.0333149996071342,-0.07287535611051373
ICICIBANK,STD_S1_BREAKDOWN_SHORT,30,13,0.4333333333333333,-0.0016946587880663998,-0.050051877836983616,0.0333149996071342,-0.08336687744411782
ICICIBANK,FIB_S1_BOUNCE_LONG,36,16,0.4444444444444444,-0.0002042168991189999,-0.007817559480842728,0.0333149996071342,-0.04113255908797693
ICICIBANK,FIB_R1_BOUNCE_SHORT,33,11,0.3333333333333333,-0.0003529345004200999,-0.01275922132167251,0.0333149996071342,-0.04607422092880671
ICICIBANK,CAM_L3_LONG,40,18,0.45,-0.0002052465648052999,-0.009051971626585331,0.0333149996071342,-0.04236697123371953
ICICIBANK,CAM_S3_SHORT,39,13,0.3333333333333333,-0.0001431638109896328,-0.00686928815199328,0.0333149996071342,-0.04018428775912748
ICICIBANK,CAM_R4_BREAKOUT_LONG,22,9,0.4090909090909091,-0.00021797574799479991,-0.005263194127155035,0.0333149996071342,-0.03857819373428924
ICICIBANK,CAM_S4_BREAKDOWN_SHORT,30,8,0.2666666666666666,-0.002759686867323,-0.07992798521345723,0.0333149996071342,-0.11324298482059143
HINDUNILVR,STD_S1_BOUNCE_LONG,31,15,0.4838709677419355,4.80215466885001e-05,0.0005469558079025383,-0.0263756252842201,0.026922581092122637
HINDUNILVR,STD_R1_BOUNCE_SHORT,27,12,0.4444444444444444,-0.0016641198198553,-0.04494400737794724,-0.0263756252842201,-0.01856838209372714
HINDUNILVR,STD_R1_BREAKOUT_LONG,24,11,0.4583333333333333,-0.0024691311153059,-0.05843394134213886,-0.0263756252842201,-0.03205831605791876
HINDUNILVR,STD_S1_BREAKDOWN_SHORT,26,14,0.5384615384615384,-0.0008355793777673999,-0.022045756446857245,-0.0263756252842201,0.004329868837362853
HINDUNILVR,FIB_S1_BOUNCE_LONG,37,17,0.4594594594594595,0.0003072687944004001,0.010387358707340644,-0.0263756252842201,0.03676298399156074
